1.6,4
1.7,4
1.8,4
1.9,4
1.10,4
1.1.1,4
1.1.2,4
1.1.3,4
1.1.4,4
1.1.5,4
1.1.6,4
1.1.7,4
1.1.8,4
1.1.9,4
1.1.10,4
AD1.1,4
AD1.2,4
AD1.3,4
AD1.4,4
AD1.5,4
AD1.6,4
AD1.7,4
AD1.8,4
AD1.9,4
AD1.10,4
ABC.1 (1),3
ABC.1 (2),3
ABC.1 (3),3
ABC.1 (4),3
ABC.1 (5),3
ABC.1 (6),3
ABC.1 (7),3
ABC.1 (8),3
1-2, 4
1-3, 4
1-4, 4
1-5, 4
1-6, 4
1-7, 4
1-8, 4
1-9, 4
1-10, 4
